budget,revenue,popularity,runtime,vote_average,title,genres
152063092,220247646,82.8385536886034,144,4.703269089544279,Movie 53,"[{'id': 12, 'name': 'Adventure'}]"
187375041,377344363,90.40627905977729,164,5.89374794397726,Movie 54,"[{'id': 27, 'name': 'Horror'}]"
12392366,17248068,93.42353726230716,128,7.317475348496153,Movie 55,[]
89883975,164827418,80.33345119550705,80,5.153212145963153,Movie 56,"[{'id': 53, 'name': 'Thriller'}]"
148697582,364974620,67.75162535864341,89,6.660260072746509,Movie 57,"[{'id': 28, 'name': 'Action'}]"
148405005,335909384,1.5661395547181396,126,5.294906763495566,Movie 58,"[{'id': 27, 'name': 'Horror'}]"
69979792,113081858,47.11674956908934,138,4.8271391349083,Movie 59,"[{'id': 35, 'name': 'Comedy'}]"
38709731,102988804,57.54506756361374,175,3.1491570954947647,Movie 60,"[{'id': 53, 'name': 'Thriller'}]"
162156967,307344308,31.098996972351962,141,3.023484634412344,Movie 61,"[{'id': 28, 'name': 'Action'}]"
24027075,44444432,32.492340243443735,165,4.363246066992026,Movie 62,"[{'id': 53, 'name': 'Thriller'}]"
87191493,51047952,96.15478215530635,97,5.438437720805973,Movie 63,"[{'id': 12, 'name': 'Adventure'}]"
88796277,263434796,89.27937565507185,125,8.107567004172362,Movie 64,"[{'id': 18, 'name': 'Drama'}]"
23335235,18841499,85.06872154466872,111,7.790905457582553,Movie 65,[]
135489564,146034348,41.19516836890495,106,4.602991575527939,Movie 66,[]
138802430,87340331,2.35615649048254,171,4.467242657905796,Movie 67,"[{'id': 35, 'name': 'Comedy'}]"
128924625,270742668,8.942002399115694,97,4.363932426420165,Movie 68,[]
108944665,115672318,31.907440453542762,118,5.035424043173202,Movie 69,"[{'id': 16, 'name': 'Animation'}]"
53631083,50950928,2.5585483865720215,128,5.9891923173701125,Movie 70,"[{'id': 16, 'name': 'Animation'}]"
9585377,6914785,2.6978284096046132,172,5.632006632189453,Movie 71,"[{'id': 18, 'name': 'Drama'}]"
87544585,66382641,91.74372686259869,161,4.309639192688962,Movie 72,"[{'id': 10749, 'name': 'Romance'}]"
86157821,169013794,70.90969170978636,123,3.782708459661708,Movie 73,"[{'id': 16, 'name': 'Animation'}]"
153041741,339832195,31.586643016747114,151,3.075466874917172,Movie 74,"[{'id': 16, 'name': 'Animation'}]"
171819422,256603281,14.131813182494364,133,3.923779431999023,Movie 75,"[{'id': 27, 'name': 'Horror'}]"
61304654,104202138,51.65193607161263,174,7.23213822116471,Movie 76,"[{'id': 10749, 'name': 'Romance'}]"
112636935,249481725,1.5292699245820813,113,4.4618314160734975,Movie 77,"[{'id': 878, 'name': 'Science Fiction'}]"
35119117,19085465,93.90296064195626,150,5.811610860729059,Movie 78,"[{'id': 53, 'name': 'Thriller'}]"
37433622,48956688,42.06669681950577,115,6.547806893539468,Movie 79,"[{'id': 878, 'name': 'Science Fiction'}]"
90482491,265362016,40.831160568495946,97,8.321045416989643,Movie 80,"[{'id': 10749, 'name': 'Romance'}]"
195249720,380791736,39.66876715059644,117,8.333130590360517,Movie 81,"[{'id': 10749, 'name': 'Romance'}]"
102670589,116588762,7.863504708388711,138,7.474402402088154,Movie 82,"[{'id': 18, 'name': 'Drama'}]"
56105831,101233160,64.19390173939084,88,3.2109419522910088,Movie 83,"[{'id': 18, 'name': 'Drama'}]"
138584340,188008188,73.56735834320698,152,6.450422514512489,Movie 84,"[{'id': 878, 'name': 'Science Fiction'}]"
59743503,109367201,67.93641436124074,151,7.719500824989039,Movie 85,"[{'id': 18, 'name': 'Drama'}]"
92693393,75485214,14.705113839610037,130,3.1037282685801793,Movie 86,"[{'id': 16, 'name': 'Animation'}]"
171476398,142631775,58.305176635523665,114,6.29810768193947,Movie 87,"[{'id': 10749, 'name': 'Romance'}]"
70739572,60755099,57.37896393305313,161,8.146584874716176,Movie 88,"[{'id': 10749, 'name': 'Romance'}]"
105157975,299652852,86.97266800619683,84,5.844612455053602,Movie 89,"[{'id': 27, 'name': 'Horror'}]"
191066585,445614526,38.533638179189055,93,3.024637217384691,Movie 90,"[{'id': 18, 'name': 'Drama'}]"
120208152,108903144,37.77710842228399,171,3.0660801500136445,Movie 91,"[{'id': 16, 'name': 'Animation'}]"
133862715,129963656,62.23417881310037,109,5.499816224482503,Movie 92,"[{'id': 16, 'name': 'Animation'}]"
192273147,447433781,63.67419269645179,83,3.9300520045005274,Movie 93,"[{'id': 35, 'name': 'Comedy'}]"
184378299,164172209,47.45923750525325,118,6.986703942559558,Movie 94,"[{'id': 12, 'name': 'Adventure'}]"
112665644,122400319,44.86287687071169,163,7.252795589436924,Movie 95,"[{'id': 10749, 'name': 'Romance'}]"
69394024,201823295,49.92061939315038,143,4.067278772763771,Movie 96,"[{'id': 35, 'name': 'Comedy'}]"
199743196,227360951,86.24348465082788,104,8.33119973114691,Movie 97,"[{'id': 35, 'name': 'Comedy'}]"
173945196,374692020,46.65552322413709,107,5.651447069873555,Movie 98,[]
52757120,155452980,94.05324740501243,155,3.8570754455515424,Movie 99,"[{'id': 878, 'name': 'Science Fiction'}]"
68157848,97857079,50.89637259603628,145,7.585509588416373,Movie 100,"[{'id': 16, 'name': 'Animation'}]"
96540567,52497792,94.97086862490825,157,7.739847000100637,Movie 101,"[{'id': 10749, 'name': 'Romance'}]"
86390464,95925226,83.4503582850385,101,6.835772835992745,Movie 102,"[{'id': 28, 'name': 'Action'}]"
49170987,126723122,36.88070093896708,110,8.12079331921532,Movie 103,"[{'id': 53, 'name': 'Thriller'}]"
187780295,499781403,86.50050070836498,102,7.424237832184028,Movie 104,"[{'id': 10749, 'name': 'Romance'}]"
24717335,59848043,11.896265135910406,127,8.293234423361945,Movie 105,"[{'id': 878, 'name': 'Science Fiction'}]"
61472382,48119016,92.57967035895844,99,5.603328290912877,Movie 106,"[{'id': 35, 'name': 'Comedy'}]"
13719242,34144119,63.53270799320627,117,7.485582768596655,Movie 107,"[{'id': 12, 'name': 'Adventure'}]"
49715250,139038365,6.384684103708807,134,8.998509380574266,Movie 108,"[{'id': 27, 'name': 'Horror'}]"
84139152,168406519,64.78141564143034,147,7.3495871851177155,Movie 109,"[{'id': 878, 'name': 'Science Fiction'}]"
103400391,294917394,97.45051776033085,158,3.685102681422793,Movie 110,[]
179271906,460208409,7.9102648068482635,167,6.109912334575098,Movie 111,"[{'id': 27, 'name': 'Horror'}]"
173552610,376162923,55.914083268228545,168,6.524086747458168,Movie 112,"[{'id': 35, 'name': 'Comedy'}]"
92355424,179443180,75.03164062617788,80,4.0452640504283455,Movie 113,"[{'id': 10749, 'name': 'Romance'}]"
187659194,257362230,81.2156000832536,86,8.777349805068226,Movie 114,"[{'id': 10749, 'name': 'Romance'}]"
50583876,45435378,41.96891906675879,136,4.053478665807698,Movie 115,"[{'id': 16, 'name': 'Animation'}]"
198421286,399299981,21.212489357656057,174,4.065347518279337,Movie 116,"[{'id': 878, 'name': 'Science Fiction'}]"
112999993,146366504,5.1918855984659995,91,8.49100282784733,Movie 117,"[{'id': 16, 'name': 'Animation'}]"
172625499,460236267,58.39288955262525,84,5.791232598730026,Movie 118,"[{'id': 878, 'name': 'Science Fiction'}]"
162226952,483978535,45.83819595649347,129,3.379129675647097,Movie 119,"[{'id': 10749, 'name': 'Romance'}]"
52327755,124596016,94.92569511982138,121,6.589124999631172,Movie 120,"[{'id': 878, 'name': 'Science Fiction'}]"
80018913,58110073,6.999885863776068,91,6.610958091798287,Movie 121,"[{'id': 10749, 'name': 'Romance'}]"
142347872,173908386,68.85413900115456,97,3.387004552119371,Movie 122,[]
5545583,4285482,3.47165598988566,145,8.835134973801972,Movie 123,"[{'id': 18, 'name': 'Drama'}]"
189296765,402497758,17.971983494343732,153,6.264179791767454,Movie 124,"[{'id': 28, 'name': 'Action'}]"
55474455,133858592,45.90432099236058,158,6.3587743330785855,Movie 125,"[{'id': 18, 'name': 'Drama'}]"
176760164,497436169,46.03237183748395,173,6.120692487014367,Movie 126,[]
181844642,290120554,68.88435375043075,96,6.66439067786772,Movie 127,"[{'id': 12, 'name': 'Adventure'}]"
124685547,343314063,91.1110904519079,147,4.58579851664253,Movie 128,"[{'id': 18, 'name': 'Drama'}]"
54933927,148031985,64.26418373257715,150,4.723448087849045,Movie 129,"[{'id': 10749, 'name': 'Romance'}]"
107179285,138581667,95.39997468729938,141,6.068034538776796,Movie 130,"[{'id': 27, 'name': 'Horror'}]"
53453338,142840766,88.27994834792176,120,7.840115128581477,Movie 131,"[{'id': 28, 'name': 'Action'}]"
150099456,216020229,58.865479757548236,174,3.299187458965073,Movie 132,"[{'id': 35, 'name': 'Comedy'}]"
35045666,43532786,83.5454031409639,113,6.620425273321476,Movie 133,"[{'id': 16, 'name': 'Animation'}]"
147939822,314029884,64.61518342203976,149,7.840668855037884,Movie 134,"[{'id': 878, 'name': 'Science Fiction'}]"
111573005,147382703,8.777225261448987,124,3.941503632223363,Movie 135,"[{'id': 28, 'name': 'Action'}]"
157396162,326679176,74.31590760269148,137,3.0901352518833978,Movie 136,"[{'id': 35, 'name': 'Comedy'}]"
47321408,95805953,10.395935685467276,130,4.876279770848749,Movie 137,"[{'id': 35, 'name': 'Comedy'}]"
148014660,282500383,59.81419527640153,113,6.528862240377589,Movie 138,"[{'id': 28, 'name': 'Action'}]"
91053374,132122931,70.56138037996466,123,3.829699040428486,Movie 139,"[{'id': 18, 'name': 'Drama'}]"
27063245,50642078,7.586233212874669,94,5.556734225834913,Movie 140,[]
174660954,347787282,23.848670738726643,157,6.313928984245668,Movie 141,"[{'id': 53, 'name': 'Thriller'}]"
98636744,183880316,91.65155099390333,149,6.5932985685439025,Movie 142,"[{'id': 35, 'name': 'Comedy'}]"
100483854,161884375,62.01513473105674,129,4.646470326002251,Movie 143,"[{'id': 12, 'name': 'Adventure'}]"
110174313,59126988,25.382315862242628,111,5.400177815917749,Movie 144,"[{'id': 12, 'name': 'Adventure'}]"
8887739,17487997,69.37729734365266,146,7.670035374405352,Movie 145,"[{'id': 16, 'name': 'Animation'}]"
195954700,180496022,60.08086557620727,82,8.647288164724113,Movie 146,"[{'id': 27, 'name': 'Horror'}]"
62071026,130748887,50.65599429187689,165,8.171281986709543,Movie 147,"[{'id': 10749, 'name': 'Romance'}]"
135987326,326146674,97.64251052382029,165,6.385701010400592,Movie 148,"[{'id': 35, 'name': 'Comedy'}]"
90178975,157913600,68.66192396334338,153,5.461756817663679,Movie 149,"[{'id': 53, 'name': 'Thriller'}]"
50007334,92809069,38.168669857123355,130,4.99773968622851,Movie 150,[]
163651376,471102626,80.20726977560993,146,3.7497393965041086,Movie 151,"[{'id': 27, 'name': 'Horror'}]"
8971379,23486338,88.57374599919758,155,3.639307483296678,Movie 152,"[{'id': 12, 'name': 'Adventure'}]"
4331068,12064585,13.396835392166311,172,7.1301457494819465,Movie 153,"[{'id': 12, 'name': 'Adventure'}]"
37810847,95828405,20.85474480668138,127,4.558766497026962,Movie 154,"[{'id': 28, 'name': 'Action'}]"
35428803,27361517,22.40647390365019,96,4.527970118594681,Movie 155,"[{'id': 35, 'name': 'Comedy'}]"
140871965,122907921,69.42996912926749,86,8.989170326866713,Movie 156,"[{'id': 53, 'name': 'Thriller'}]"
62553124,113631471,60.700915950275046,92,4.127555747242773,Movie 157,"[{'id': 878, 'name': 'Science Fiction'}]"
181033766,201884175,62.28016490516023,145,3.888358556932978,Movie 158,"[{'id': 16, 'name': 'Animation'}]"
152968492,258782715,94.1365566692606,83,3.5921113665595237,Movie 159,"[{'id': 16, 'name': 'Animation'}]"
172116174,255749713,77.8152417479233,89,6.478832071000777,Movie 160,"[{'id': 18, 'name': 'Drama'}]"
24841962,46542300,13.665755526666535,167,6.767182956012609,Movie 161,"[{'id': 12, 'name': 'Adventure'}]"
67834972,160578219,35.40320116009292,96,5.191367557541292,Movie 162,"[{'id': 18, 'name': 'Drama'}]"
178374243,408249993,44.10397097139783,131,6.212480013068807,Movie 163,"[{'id': 10749, 'name': 'Romance'}]"
23993420,43262183,40.20019728601289,85,7.730397185669475,Movie 164,"[{'id': 878, 'name': 'Science Fiction'}]"
63190751,161514519,67.26155230702604,162,7.90862500993049,Movie 165,"[{'id': 878, 'name': 'Science Fiction'}]"
157188486,247910642,89.29741722239969,148,8.74747245429389,Movie 166,"[{'id': 16, 'name': 'Animation'}]"
171731194,470850136,31.299094888756013,175,7.945607915537247,Movie 167,"[{'id': 53, 'name': 'Thriller'}]"
32288562,21898124,55.63583650569738,153,6.3890486203045596,Movie 168,[]
156569237,451960599,79.15153276944498,88,4.077941795021076,Movie 169,"[{'id': 35, 'name': 'Comedy'}]"
24484187,52316163,42.205587825689584,170,3.5985813462170544,Movie 170,"[{'id': 27, 'name': 'Horror'}]"
196995197,285679730,17.64369471153029,156,3.327071339465155,Movie 171,"[{'id': 12, 'name': 'Adventure'}]"
37093880,36829968,48.02014556111108,162,6.999154990712302,Movie 172,"[{'id': 16, 'name': 'Animation'}]"
185658932,315241082,6.467029553559819,100,7.8452175323879585,Movie 173,"[{'id': 18, 'name': 'Drama'}]"
82752859,81627073,94.2959619462254,103,6.052103704104474,Movie 174,"[{'id': 53, 'name': 'Thriller'}]"
133888171,122618672,8.407299314302332,83,3.3282850490018396,Movie 175,"[{'id': 18, 'name': 'Drama'}]"
179283859,366344943,44.407214809807236,103,6.212823447548029,Movie 176,"[{'id': 53, 'name': 'Thriller'}]"
76415325,138136885,53.45824484776409,138,8.614495569147302,Movie 177,[]
36563453,79534288,98.54507939644127,178,6.585679145594763,Movie 178,"[{'id': 12, 'name': 'Adventure'}]"
169973642,480008062,17.43616054064322,82,7.856564930776889,Movie 179,[]
51873983,94963134,12.328720342623498,147,7.800915890350503,Movie 180,"[{'id': 53, 'name': 'Thriller'}]"
91586459,178807003,1.8619085591918143,119,8.592774598683917,Movie 181,"[{'id': 53, 'name': 'Thriller'}]"
189110296,136928306,16.40157225006093,127,7.62137259389924,Movie 182,"[{'id': 16, 'name': 'Animation'}]"
24637222,56519991,21.520024927699094,133,7.486203084078538,Movie 183,"[{'id': 10749, 'name': 'Romance'}]"
137702141,206520578,63.42751321672614,114,4.404615989823844,Movie 184,"[{'id': 18, 'name': 'Drama'}]"
96057280,282582564,22.75097224874864,174,3.3595509319264885,Movie 185,"[{'id': 27, 'name': 'Horror'}]"
174667704,446788640,3.0315606582031958,135,6.1055967903228465,Movie 186,"[{'id': 53, 'name': 'Thriller'}]"
98453338,177826675,82.83521620474639,168,3.746605247680531,Movie 187,"[{'id': 12, 'name': 'Adventure'}]"
3235000,2614063,37.19397439939271,119,8.773175257667948,Movie 188,"[{'id': 53, 'name': 'Thriller'}]"
24685747,65381175,36.01597197149266,156,4.739548575798171,Movie 189,"[{'id': 28, 'name': 'Action'}]"
173094412,432641302,30.94542388762473,147,8.117665220305758,Movie 190,"[{'id': 16, 'name': 'Animation'}]"
30859174,29669948,97.56195443749567,125,5.325747751214756,Movie 191,"[{'id': 878, 'name': 'Science Fiction'}]"
171320581,212128410,17.841426313618868,157,4.939165499144265,Movie 192,"[{'id': 28, 'name': 'Action'}]"
47159303,117120984,89.92556833137027,92,8.610951434259727,Movie 193,"[{'id': 28, 'name': 'Action'}]"
147412954,141969158,77.90352988184891,106,5.179935432517344,Movie 194,"[{'id': 27, 'name': 'Horror'}]"
183153864,511801718,8.571515594431995,85,5.3417274519788185,Movie 195,"[{'id': 10749, 'name': 'Romance'}]"
149639396,233634766,98.68618104858402,96,3.636550677677455,Movie 196,[]
22200096,15930731,27.865230390362044,115,7.022679991695056,Movie 197,"[{'id': 878, 'name': 'Science Fiction'}]"
84375337,214260335,10.759709775218822,178,4.733036486865081,Movie 198,"[{'id': 28, 'name': 'Action'}]"
108868843,156093339,83.10210917845018,160,6.513625007037043,Movie 199,"[{'id': 878, 'name': 'Science Fiction'}]"
24234510,44015879,70.96087783409229,81,6.548110224319257,Movie 200,"[{'id': 27, 'name': 'Horror'}]"
186933626,145950458,62.10466178191218,156,7.315198173574602,Movie 201,"[{'id': 878, 'name': 'Science Fiction'}]"
46968757,23787798,16.44210550619438,131,7.471448917034648,Movie 202,"[{'id': 878, 'name': 'Science Fiction'}]"
135278815,283404114,48.37111550934023,145,6.086714606409236,Movie 203,"[{'id': 16, 'name': 'Animation'}]"
81705119,146083680,78.27504666183417,131,4.985951685620418,Movie 204,[]
67653416,134213987,31.058769876240184,171,8.024705369008403,Movie 205,"[{'id': 878, 'name': 'Science Fiction'}]"
124850419,310173340,31.857293022989104,122,4.8591938964509085,Movie 206,"[{'id': 878, 'name': 'Science Fiction'}]"
11274621,23862902,1.3109496987640896,169,6.045054566815988,Movie 207,[]
148240432,138891442,18.250096762892575,101,5.407515499222368,Movie 208,"[{'id': 878, 'name': 'Science Fiction'}]"
17816569,24977605,87.6651568870616,134,8.13047031581813,Movie 209,"[{'id': 16, 'name': 'Animation'}]"
108147827,298999299,44.732902672133,146,5.591511186874973,Movie 210,"[{'id': 18, 'name': 'Drama'}]"
8654909,20986957,98.43921542420897,178,5.316595133024906,Movie 211,"[{'id': 53, 'name': 'Thriller'}]"
38814054,73420379,40.17508839380547,139,7.1389421573858245,Movie 212,"[{'id': 16, 'name': 'Animation'}]"
107388866,122327999,71.80345902324389,137,6.614646659168656,Movie 213,"[{'id': 12, 'name': 'Adventure'}]"
100157604,125712942,28.909985247568184,91,3.6434810009750764,Movie 214,"[{'id': 16, 'name': 'Animation'}]"
150638768,350972537,37.01715447295242,167,6.0490128380637795,Movie 215,"[{'id': 35, 'name': 'Comedy'}]"
159428240,418967155,19.88187277149857,148,7.412870329999485,Movie 216,"[{'id': 35, 'name': 'Comedy'}]"
73073914,159196028,35.3591744814401,163,8.952448587548137,Movie 217,"[{'id': 18, 'name': 'Drama'}]"
168997441,426519956,55.17651452164367,118,6.774881003821915,Movie 218,"[{'id': 35, 'name': 'Comedy'}]"
12506305,30223241,99.18551521694569,92,5.221758398647907,Movie 219,"[{'id': 53, 'name': 'Thriller'}]"
155777819,136190303,66.75596959410679,120,4.3569095988127104,Movie 220,"[{'id': 53, 'name': 'Thriller'}]"
142951830,222985132,20.72534948642309,136,8.236981404919922,Movie 221,"[{'id': 12, 'name': 'Adventure'}]"
124035620,109456411,5.451182717563562,132,7.8873912726810165,Movie 222,"[{'id': 53, 'name': 'Thriller'}]"
140892447,153303516,13.50929165013655,91,4.40353692467631,Movie 223,"[{'id': 18, 'name': 'Drama'}]"
143875872,384601652,56.69296492603169,92,4.203792540879441,Movie 224,"[{'id': 53, 'name': 'Thriller'}]"
41163712,69246827,76.75087255285986,153,7.290820660867054,Movie 225,"[{'id': 10749, 'name': 'Romance'}]"
86447809,158925241,94.10150152277394,176,4.889712371512557,Movie 226,"[{'id': 53, 'name': 'Thriller'}]"
133863028,126649807,2.566494027685261,136,4.838392790171747,Movie 227,"[{'id': 16, 'name': 'Animation'}]"
45165849,57842975,52.75325401462511,119,3.9137414824059316,Movie 228,"[{'id': 53, 'name': 'Thriller'}]"
130693942,140576419,47.6158682660945,159,4.583853118258979,Movie 229,"[{'id': 53, 'name': 'Thriller'}]"
79826934,81061490,65.9494471755947,124,5.565045345555897,Movie 230,"[{'id': 878, 'name': 'Science Fiction'}]"
50905866,106642799,56.398306592068856,114,7.3970300236344935,Movie 231,"[{'id': 28, 'name': 'Action'}]"
175875390,200886562,69.01687590766558,82,5.017848566482499,Movie 232,"[{'id': 27, 'name': 'Horror'}]"
141877636,295110975,66.15017589016985,84,4.971626036879056,Movie 233,"[{'id': 10749, 'name': 'Romance'}]"
32378291,20920796,12.584160760936674,169,4.709479515314615,Movie 234,"[{'id': 28, 'name': 'Action'}]"
198238369,169381995,80.17207344825324,90,5.869702005066258,Movie 235,"[{'id': 53, 'name': 'Thriller'}]"
37634821,44648093,13.20002499591616,150,4.083820187647892,Movie 236,"[{'id': 12, 'name': 'Adventure'}]"
103325205,205887590,70.15453189570458,135,5.913784404192754,Movie 237,"[{'id': 10749, 'name': 'Romance'}]"
154651082,338624490,42.198391396420064,89,7.22505333716814,Movie 238,"[{'id': 53, 'name': 'Thriller'}]"
17887294,28741168,51.87122272308319,113,3.1787430241957333,Movie 239,"[{'id': 12, 'name': 'Adventure'}]"
120356143,194312259,90.42650342319534,146,3.058676281834571,Movie 240,"[{'id': 10749, 'name': 'Romance'}]"
98935968,228669924,89.09848892087517,151,3.4507374609270554,Movie 241,"[{'id': 10749, 'name': 'Romance'}]"
111456008,60136393,81.96777425984793,110,6.213960370368673,Movie 242,"[{'id': 53, 'name': 'Thriller'}]"
36562619,49459171,51.504689665176,154,8.126730499112421,Movie 243,"[{'id': 35, 'name': 'Comedy'}]"
36213498,92227364,73.88774120324948,150,3.029306796121512,Movie 244,"[{'id': 27, 'name': 'Horror'}]"
36703247,73701901,51.77680849636213,145,8.619967827508086,Movie 245,"[{'id': 27, 'name': 'Horror'}]"
176127900,236551716,87.09100216500296,149,3.637671069423215,Movie 246,"[{'id': 18, 'name': 'Drama'}]"
197962050,547129885,40.87480749005709,120,8.051901168349357,Movie 247,"[{'id': 53, 'name': 'Thriller'}]"
122946771,298952059,97.05329909707281,142,5.89712858989768,Movie 248,"[{'id': 18, 'name': 'Drama'}]"
58805563,68346096,93.29995306465888,111,6.956144323673064,Movie 249,"[{'id': 53, 'name': 'Thriller'}]"
141621731,299278524,74.41865932572676,99,6.064097906683094,Movie 250,"[{'id': 12, 'name': 'Adventure'}]"
72244178,143720893,28.66217253343113,136,5.862289351076128,Movie 251,"[{'id': 12, 'name': 'Adventure'}]"
102573977,154165588,14.03370529053258,177,8.009396570186349,Movie 252,"[{'id': 18, 'name': 'Drama'}]"
52939266,75035596,85.61564155922655,129,7.535318277406898,Movie 253,"[{'id': 878, 'name': 'Science Fiction'}]"
168485586,228955262,17.364926327658168,159,5.900413419138025,Movie 254,"[{'id': 878, 'name': 'Science Fiction'}]"
156331731,319368445,85.57181811073623,104,3.6698155763763696,Movie 255,"[{'id': 10749, 'name': 'Romance'}]"
87641503,140754430,49.58573566452368,91,3.692417755886449,Movie 256,"[{'id': 18, 'name': 'Drama'}]"
